;iso2;year;new_sp;m_cases;f_cases
732;BS;1985;;0.0;0.0
733;BS;1986;;0.0;0.0
734;BS;1987;;0.0;0.0
735;BS;1988;;0.0;0.0
736;BS;1989;;0.0;0.0
737;BS;1990;;0.0;0.0
738;BS;1991;;0.0;0.0
739;BS;1992;;0.0;0.0
740;BS;1993;41.0;0.0;0.0
741;BS;1994;41.0;0.0;0.0
742;BS;1995;38.0;26.0;11.0
743;BS;1996;25.0;14.0;12.0
744;BS;1997;57.0;37.0;20.0
745;BS;1998;30.0;20.0;11.0
746;BS;1999;37.0;25.0;10.0
747;BS;2000;56.0;28.0;28.0
748;BS;2001;;0.0;0.0
749;BS;2002;32.0;25.0;19.0
750;BS;2003;29.0;20.0;18.0
751;BS;2004;37.0;36.0;11.0
752;BS;2006;;0.0;0.0
753;BS;2007;32.0;20.0;12.0
754;BS;2008;31.0;22.0;9.0
755;BT;1980;;0.0;0.0
756;BT;1981;;0.0;0.0
757;BT;1982;;0.0;0.0
758;BT;1983;;0.0;0.0
759;BT;1984;;0.0;0.0
760;BT;1985;;0.0;0.0
761;BT;1986;;0.0;0.0
762;BT;1987;;0.0;0.0
763;BT;1988;;0.0;0.0
764;BT;1989;;0.0;0.0
765;BT;1990;;0.0;0.0
766;BT;1991;;0.0;0.0
767;BT;1992;;0.0;0.0
768;BT;1993;;0.0;0.0
769;BT;1994;352.0;0.0;0.0
770;BT;1995;367.0;215.0;153.0
771;BT;1996;308.0;185.0;139.0
772;BT;1997;284.0;174.0;113.0
773;BT;1998;270.0;166.0;128.0
774;BT;1999;315.0;175.0;140.0
775;BT;2000;347.0;180.0;157.0
776;BT;2001;359.0;199.0;160.0
777;BT;2002;364.0;209.0;155.0
778;BT;2003;360.0;199.0;161.0
779;BT;2004;356.0;203.0;153.0
780;BT;2005;308.0;181.0;127.0
781;BT;2006;312.0;185.0;127.0
782;BT;2007;328.0;191.0;137.0
783;BT;2008;351.0;191.0;348.0
784;BW;1980;;0.0;0.0
785;BW;1981;;0.0;0.0
786;BW;1982;;0.0;0.0
787;BW;1983;;0.0;0.0
788;BW;1984;;0.0;0.0
789;BW;1985;;0.0;0.0
790;BW;1986;;0.0;0.0
791;BW;1987;;0.0;0.0
792;BW;1988;;0.0;0.0
793;BW;1989;;0.0;0.0
794;BW;1990;;0.0;0.0
795;BW;1991;;0.0;0.0
796;BW;1992;;0.0;0.0
797;BW;1993;1508.0;0.0;0.0
798;BW;1994;1668.0;0.0;0.0
799;BW;1995;1903.0;0.0;0.0
800;BW;1996;2530.0;0.0;0.0
801;BW;1997;2824.0;1635.0;1051.0
802;BW;1998;3112.0;0.0;0.0
803;BW;1999;2746.0;1719.0;1136.0
804;BW;2000;3091.0;1801.0;1294.0
805;BW;2001;3057.0;1711.0;1348.0
806;BW;2002;3334.0;1819.0;1518.0
807;BW;2003;3050.0;1681.0;1369.0
808;BW;2004;3127.0;1689.0;1439.0
809;BW;2005;3170.0;1860.0;1310.0
810;BW;2006;3252.0;1880.0;1372.0
811;BW;2007;3002.0;1718.0;1284.0
812;BW;2008;3351.0;1611.0;1305.0
813;BY;1980;;0.0;0.0
814;BY;1981;;0.0;0.0
815;BY;1982;;0.0;0.0
816;BY;1983;;0.0;0.0
817;BY;1984;;0.0;0.0
818;BY;1985;;0.0;0.0
819;BY;1986;;0.0;0.0
820;BY;1987;;0.0;0.0
821;BY;1988;;0.0;0.0
822;BY;1989;;0.0;0.0
823;BY;1990;;0.0;0.0
824;BY;1991;;0.0;0.0
825;BY;1992;;0.0;0.0
826;BY;1993;1493.0;0.0;0.0
827;BY;1994;1775.0;0.0;0.0
828;BY;1995;1845.0;0.0;0.0
829;BY;1996;2117.0;0.0;0.0
830;BY;1997;2273.0;0.0;0.0
831;BY;1998;5047.0;0.0;0.0
832;BY;1999;2769.0;0.0;0.0
833;BY;2000;2547.0;0.0;0.0
834;BY;2001;2341.0;2.0;4.0
835;BY;2002;;701.0;137.0
836;BY;2003;1018.0;826.0;192.0
837;BY;2004;1109.0;888.0;221.0
838;BY;2005;1235.0;991.0;244.0
839;BY;2006;1072.0;839.0;233.0
840;BY;2007;1051.0;814.0;237.0
841;BY;2008;1060.0;836.0;224.0
842;BZ;1980;;0.0;0.0
843;BZ;1981;;0.0;0.0
844;BZ;1982;;0.0;0.0
845;BZ;1983;;0.0;0.0
846;BZ;1984;;0.0;0.0
847;BZ;1985;;0.0;0.0
848;BZ;1986;;0.0;0.0
849;BZ;1987;;0.0;0.0
850;BZ;1988;;0.0;0.0
851;BZ;1989;;0.0;0.0
852;BZ;1990;;0.0;0.0
853;BZ;1991;;0.0;0.0
854;BZ;1992;;0.0;0.0
855;BZ;1993;50.0;0.0;0.0
856;BZ;1994;36.0;0.0;0.0
857;BZ;1995;36.0;10.0;12.0
858;BZ;1996;46.0;15.0;5.0
859;BZ;1997;32.0;32.0;16.0
860;BZ;1998;52.0;0.0;0.0
861;BZ;1999;48.0;0.0;0.0
862;BZ;2000;44.0;30.0;14.0
863;BZ;2001;53.0;41.0;12.0
864;BZ;2002;71.0;42.0;29.0
865;BZ;2003;62.0;36.0;26.0
866;BZ;2004;34.0;29.0;5.0
867;BZ;2005;59.0;38.0;21.0
868;BZ;2006;60.0;27.0;33.0
869;BZ;2007;54.0;39.0;22.0
870;BZ;2008;83.0;58.0;26.0
871;CA;1980;951.0;618.0;333.0
872;CA;1981;803.0;513.0;290.0
873;CA;1982;812.0;524.0;288.0
874;CA;1983;771.0;486.0;285.0
875;CA;1984;811.0;500.0;311.0
876;CA;1985;791.0;508.0;283.0
877;CA;1986;752.0;481.0;271.0
878;CA;1987;668.0;422.0;246.0
879;CA;1988;682.0;433.0;249.0
880;CA;1989;652.0;409.0;243.0
881;CA;1990;549.0;345.0;204.0
882;CA;1991;543.0;359.0;184.0
883;CA;1992;506.0;324.0;182.0
884;CA;1993;488.0;291.0;197.0
885;CA;1994;483.0;304.0;179.0
886;CA;1995;436.0;265.0;171.0
887;CA;1996;430.0;263.0;167.0
888;CA;1997;473.0;284.0;189.0
889;CA;1998;438.0;268.0;170.0
890;CA;1999;455.0;284.0;171.0
891;CA;2000;492.0;282.0;210.0
892;CA;2001;458.0;273.0;185.0
893;CA;2002;408.0;234.0;174.0
894;CA;2003;332.0;195.0;137.0
895;CA;2004;438.0;226.0;212.0
896;CA;2005;433.0;257.0;175.0
897;CA;2006;407.0;235.0;172.0
898;CA;2007;463.0;288.0;175.0
899;CA;2008;488.0;279.0;209.0
900;CD;1980;;0.0;0.0
901;CD;1981;;0.0;0.0
902;CD;1982;;0.0;0.0
903;CD;1983;;0.0;0.0
904;CD;1984;;0.0;0.0
905;CD;1985;;0.0;0.0
906;CD;1986;;0.0;0.0
907;CD;1987;;0.0;0.0
908;CD;1988;;0.0;0.0
909;CD;1989;;0.0;0.0
910;CD;1990;;0.0;0.0
911;CD;1991;;0.0;0.0
912;CD;1992;;0.0;0.0
913;CD;1993;14924.0;0.0;0.0
914;CD;1994;;0.0;0.0
915;CD;1995;20914.0;8324.0;5745.0
916;CD;1996;24125.0;6218.0;5369.0
917;CD;1997;24609.0;7141.0;6101.0
918;CD;1998;33442.0;16307.0;14266.0
919;CD;1999;34923.0;18767.0;16154.0
920;CD;2000;36123.0;18963.0;16525.0
921;CD;2001;42054.0;21827.0;18623.0
922;CD;2002;44518.0;23266.0;20214.0
923;CD;2003;53578.0;28018.0;25315.0
924;CD;2004;62192.0;32830.0;29362.0
925;CD;2005;65040.0;34539.0;30501.0
926;CD;2006;63488.0;33492.0;29652.0
927;CD;2007;66099.0;35195.0;30904.0
928;CD;2008;69477.0;37125.0;32352.0
929;CF;1980;;0.0;0.0
930;CF;1981;;0.0;0.0
931;CF;1982;;0.0;0.0
932;CF;1983;;0.0;0.0
933;CF;1984;;0.0;0.0
934;CF;1985;;0.0;0.0
935;CF;1986;;0.0;0.0
936;CF;1987;;0.0;0.0
937;CF;1988;;0.0;0.0
938;CF;1989;;0.0;0.0
939;CF;1990;;0.0;0.0
940;CF;1991;;0.0;0.0
941;CF;1995;1794.0;940.0;854.0
942;CF;1996;1992.0;1023.0;961.0
943;CF;1997;2267.0;1185.0;1088.0
944;CF;1998;2637.0;1322.0;1315.0
945;CF;1999;2725.0;1403.0;1322.0
946;CF;2000;;0.0;0.0
947;CF;2001;1382.0;731.0;651.0
948;CF;2002;2758.0;1474.0;1284.0
949;CF;2003;2818.0;0.0;0.0
950;CF;2004;2923.0;1624.0;1299.0
951;CF;2005;2153.0;1441.0;712.0
952;CF;2006;4448.0;2415.0;2034.0
953;CF;2007;;0.0;0.0
954;CF;2008;4232.0;2209.0;2023.0
955;CG;1980;;0.0;0.0
956;CG;1981;;0.0;0.0
957;CG;1982;;0.0;0.0
958;CG;1983;;0.0;0.0
959;CG;1984;;0.0;0.0
960;CG;1985;;0.0;0.0
961;CG;1986;;0.0;0.0
962;CG;1987;;0.0;0.0
963;CG;1988;;0.0;0.0
964;CG;1989;;0.0;0.0
965;CG;1990;;0.0;0.0
966;CG;1991;;0.0;0.0
967;CG;1992;;0.0;0.0
968;CG;1993;;0.0;0.0
969;CG;1994;1691.0;0.0;0.0
970;CG;1995;2013.0;1043.0;943.0
971;CG;1996;2505.0;0.0;0.0
972;CG;1997;1984.0;0.0;0.0
973;CG;1998;2044.0;0.0;0.0
974;CG;1999;2222.0;1090.0;942.0
975;CG;2000;4218.0;0.0;0.0
976;CG;2001;4319.0;2105.0;2059.0
977;CG;2002;5019.0;0.0;0.0
978;CG;2003;3477.0;0.0;0.0
979;CG;2004;4121.0;2310.0;1809.0
980;CG;2005;3640.0;0.0;0.0
981;CG;2006;3340.0;1745.0;1446.0
982;CG;2007;3552.0;1870.0;1682.0
983;CG;2008;3371.0;1835.0;1536.0
984;CH;1980;;0.0;0.0
985;CH;1981;;0.0;0.0
986;CH;1982;;0.0;0.0
987;CH;1983;;0.0;0.0
988;CH;1984;;0.0;0.0
989;CH;1985;;0.0;0.0
990;CH;1986;;0.0;0.0
991;CH;1987;;0.0;0.0
992;CH;1988;;0.0;0.0
993;CH;1989;;0.0;0.0
994;CH;1990;;0.0;0.0
995;CH;1991;;0.0;0.0
996;CH;1992;;0.0;0.0
997;CH;1993;528.0;0.0;0.0
998;CH;1994;507.0;0.0;0.0
999;CH;1995;185.0;124.0;61.0
1000;CH;1996;172.0;124.0;48.0
1001;CH;1997;144.0;94.0;50.0
1002;CH;1998;165.0;116.0;49.0
1003;CH;1999;98.0;62.0;36.0
1004;CH;2000;118.0;53.0;39.0
1005;CH;2001;116.0;64.0;26.0
1006;CH;2002;123.0;65.0;42.0
1007;CH;2003;107.0;62.0;31.0
1008;CH;2004;119.0;60.0;39.0
1009;CH;2005;108.0;54.0;34.0
1010;CH;2006;112.0;65.0;46.0
1011;CH;2007;95.0;55.0;40.0
1012;CH;2008;64.0;37.0;27.0
1013;CI;1980;;0.0;0.0
1014;CI;1981;;0.0;0.0
1015;CI;1982;;0.0;0.0
1016;CI;1983;;0.0;0.0
1017;CI;1984;;0.0;0.0
1018;CI;1985;;0.0;0.0
1019;CI;1986;;0.0;0.0
1020;CI;1987;;0.0;0.0
1021;CI;1988;;0.0;0.0
1022;CI;1989;;0.0;0.0
1023;CI;1990;;0.0;0.0
1024;CI;1991;;0.0;0.0
1025;CI;1992;;0.0;0.0
1026;CI;1993;7012.0;0.0;0.0
1027;CI;1994;;0.0;0.0
1028;CI;1995;8254.0;5638.0;2616.0
1029;CI;1996;8927.0;4773.0;2614.0
1030;CI;1997;9093.0;5723.0;3318.0
1031;CI;1998;9850.0;5964.0;3427.0
1032;CI;1999;10047.0;5459.0;3493.0
1033;CI;2000;8497.0;0.0;0.0
1034;CI;2001;10920.0;5890.0;4011.0
1035;CI;2002;11026.0;6582.0;4443.0
1036;CI;2003;11430.0;6540.0;4658.0
1037;CI;2004;12250.0;7121.0;5015.0
1038;CI;2005;12496.0;7224.0;5179.0
1039;CI;2006;12867.0;7575.0;5292.0
1040;CI;2007;14071.0;8213.0;5858.0
1041;CI;2008;15294.0;9063.0;6231.0
1042;CK;1980;8.0;4.0;4.0
1043;CK;1981;2.0;1.0;1.0
1044;CK;1982;12.0;7.0;5.0
1045;CK;1983;15.0;5.0;10.0
1046;CK;1984;3.0;3.0;0.0
1047;CK;1985;8.0;5.0;3.0
1048;CK;1986;3.0;1.0;1.0
1049;CK;1987;2.0;1.0;1.0
1050;CK;1988;0.0;0.0;0.0
1051;CK;1989;2.0;1.0;1.0
1052;CK;1990;0.0;0.0;0.0
1053;CK;1991;1.0;0.0;1.0
1054;CK;1992;6.0;3.0;3.0
1055;CK;1993;5.0;2.0;2.0
1056;CK;1994;4.0;4.0;1.0
1057;CK;1995;2.0;1.0;1.0
1058;CK;1996;1.0;0.0;1.0
1059;CK;1997;2.0;1.0;1.0
1060;CK;1998;0.0;0.0;0.0
1061;CK;1999;0.0;0.0;0.0
1062;CK;2000;0.0;0.0;0.0
1063;CK;2001;2.0;2.0;0.0
1064;CK;2002;1.0;1.0;0.0
1065;CK;2003;0.0;0.0;0.0
1066;CK;2004;1.0;1.0;0.0
1067;CK;2005;1.0;1.0;0.0
1068;CK;2006;0.0;0.0;0.0
1069;CK;2007;;0.0;0.0
1070;CK;2008;2.0;2.0;0.0
1071;CL;1980;;0.0;0.0
1072;CL;1981;;0.0;0.0
1073;CL;1982;;0.0;0.0
1074;CL;1983;;0.0;0.0
1075;CL;1984;;0.0;0.0
1076;CL;1985;;0.0;0.0
1077;CL;1986;;0.0;0.0
1078;CL;1987;;0.0;0.0
1079;CL;1988;;0.0;0.0
1080;CL;1989;;0.0;0.0
1081;CL;1990;;0.0;0.0
1082;CL;1991;;0.0;0.0
1083;CL;1992;;0.0;0.0
1084;CL;1993;2629.0;0.0;0.0
1085;CL;1994;1951.0;0.0;0.0
1086;CL;1995;1561.0;1017.0;607.0
1087;CL;1996;1562.0;1010.0;470.0
1088;CL;1997;1582.0;1005.0;518.0
1089;CL;1998;1576.0;0.0;0.0
1090;CL;1999;1497.0;969.0;528.0
1091;CL;2000;1290.0;853.0;437.0
1092;CL;2001;1355.0;920.0;435.0
1093;CL;2002;1412.0;949.0;463.0
1094;CL;2003;1276.0;859.0;417.0
1095;CL;2004;1297.0;896.0;401.0
1096;CL;2005;1186.0;794.0;382.0
1097;CL;2006;1533.0;1010.0;523.0
1098;CL;2007;1166.0;795.0;371.0
1099;CL;2008;1114.0;792.0;322.0
1100;CM;1980;;0.0;0.0
1101;CM;1981;;0.0;0.0
1102;CM;1982;;0.0;0.0
1103;CM;1983;;0.0;0.0
1104;CM;1984;;0.0;0.0
1105;CM;1985;;0.0;0.0
1106;CM;1986;;0.0;0.0
1107;CM;1987;;0.0;0.0
1108;CM;1988;;0.0;0.0
1109;CM;1989;;0.0;0.0
1110;CM;1990;;0.0;0.0
1111;CM;1991;;0.0;0.0
1112;CM;1992;;0.0;0.0
1113;CM;1993;2316.0;0.0;0.0
1114;CM;1994;1883.0;0.0;0.0
1115;CM;1995;2896.0;1775.0;1082.0
1116;CM;1996;2312.0;1444.0;869.0
1117;CM;1997;3548.0;2127.0;1421.0
1118;CM;1998;4374.0;2843.0;1531.0
1119;CM;1999;5832.0;3640.0;2192.0
1120;CM;2000;3960.0;2474.0;1486.0
1121;CM;2001;4695.0;2961.0;1735.0
1122;CM;2002;7921.0;4338.0;3027.0
1123;CM;2003;10692.0;6344.0;4348.0
1124;CM;2004;11218.0;6756.0;4462.0
1125;CM;2005;13001.0;7641.0;5360.0
1126;CM;2006;12870.0;7700.0;5170.0
1127;CM;2007;13220.0;7798.0;5422.0
1128;CM;2008;14232.0;8540.0;5697.0
1129;CN;1982;;0.0;0.0
1130;CN;1983;;0.0;0.0
1131;CN;1984;;0.0;0.0
1132;CN;1985;;0.0;0.0
1133;CN;1986;;0.0;0.0
1134;CN;1987;;0.0;0.0
1135;CN;1988;;0.0;0.0
1136;CN;1989;;0.0;0.0
1137;CN;1990;;0.0;0.0
1138;CN;1991;;0.0;0.0
1139;CN;1992;;0.0;0.0
1140;CN;1993;84898.0;0.0;0.0
1141;CN;1994;104729.0;0.0;0.0
1142;CN;1995;134488.0;84410.0;46784.0
1143;CN;1996;203670.0;109130.0;59140.0
1144;CN;1997;236021.0;128294.0;67601.0
1145;CN;1998;202817.0;141996.0;72408.0
1146;CN;1999;201775.0;141801.0;70457.0
1147;CN;2000;204765.0;143640.0;70126.0
1148;CN;2001;204591.0;143745.0;69021.0
1149;CN;2002;194972.0;132755.0;62217.0
1150;CN;2003;267414.0;182477.0;84803.0
1151;CN;2004;384886.0;264741.0;120145.0
1152;CN;2005;472719.0;327852.0;144867.0
1153;CN;2006;468291.0;327120.0;141171.0
1154;CN;2007;465877.0;329111.0;136766.0
1155;CN;2008;462596.0;330090.0;132506.0
1156;CO;1980;;0.0;0.0
1157;CO;1981;;0.0;0.0
1158;CO;1982;;0.0;0.0
1159;CO;1983;;0.0;0.0
1160;CO;1984;;0.0;0.0
1161;CO;1985;;0.0;0.0
1162;CO;1986;;0.0;0.0
1163;CO;1987;;0.0;0.0
1164;CO;1988;;0.0;0.0
1165;CO;1989;;0.0;0.0
1166;CO;1990;;0.0;0.0
1167;CO;1991;;0.0;0.0
1168;CO;1992;;0.0;0.0
1169;CO;1993;6987.0;0.0;0.0
1170;CO;1994;6532.0;0.0;0.0
1171;CO;1995;7530.0;0.0;0.0
1172;CO;1996;7572.0;0.0;0.0
1173;CO;1997;6090.0;0.0;0.0
1174;CO;1998;6969.0;0.0;0.0
1175;CO;1999;8329.0;8329.0;0.0
1176;CO;2000;8358.0;5101.0;3257.0
1177;CO;2001;8022.0;4853.0;3169.0
1178;CO;2002;7787.0;3934.0;2585.0
1179;CO;2003;7972.0;4837.0;3135.0
1180;CO;2004;7640.0;4533.0;3107.0
1181;CO;2005;6870.0;4044.0;2826.0
1182;CO;2006;7648.0;4502.0;3146.0
1183;CO;2007;7188.0;4232.0;2956.0
1184;CO;2008;7196.0;4360.0;2836.0
1185;CR;1980;;0.0;0.0
1186;CR;1981;;0.0;0.0
1187;CR;1982;;0.0;0.0
1188;CR;1983;;0.0;0.0
1189;CR;1984;;0.0;0.0
1190;CR;1985;;0.0;0.0
1191;CR;1986;;0.0;0.0
1192;CR;1987;;0.0;0.0
1193;CR;1988;;0.0;0.0
1194;CR;1989;;0.0;0.0
1195;CR;1990;;0.0;0.0
1196;CR;1991;;0.0;0.0
1197;CR;1992;;0.0;0.0
1198;CR;1993;;0.0;0.0
1199;CR;1994;230.0;0.0;0.0
1200;CR;1995;245.0;144.0;75.0
1201;CR;1996;302.0;90.0;32.0
1202;CR;1997;320.0;350.0;228.0
1203;CR;1998;353.0;360.0;202.0
1204;CR;1999;458.0;378.0;213.0
1205;CR;2000;349.0;276.0;158.0
1206;CR;2001;385.0;268.0;117.0
1207;CR;2002;328.0;218.0;110.0
1208;CR;2003;346.0;215.0;131.0
1209;CR;2004;419.0;265.0;154.0
1210;CR;2005;330.0;223.0;107.0
1211;CR;2006;285.0;176.0;109.0
1212;CR;2007;322.0;213.0;109.0
1213;CR;2008;287.0;181.0;106.0
1214;CU;1980;;0.0;0.0
1215;CU;1981;;0.0;0.0
1216;CU;1982;;0.0;0.0
1217;CU;1983;;0.0;0.0
1218;CU;1984;;0.0;0.0
1219;CU;1985;;0.0;0.0
1220;CU;1986;;0.0;0.0
1221;CU;1987;;0.0;0.0
1222;CU;1988;;0.0;0.0
1223;CU;1989;;0.0;0.0
1224;CU;1990;;0.0;0.0
1225;CU;1991;;0.0;0.0
1226;CU;1992;;0.0;0.0
1227;CU;1993;565.0;0.0;0.0
1228;CU;1994;914.0;0.0;0.0
1229;CU;1995;834.0;568.0;266.0
1230;CU;1996;835.0;591.0;244.0
1231;CU;1997;765.0;559.0;206.0
1232;CU;1998;746.0;539.0;205.0
1233;CU;1999;720.0;556.0;164.0
1234;CU;2000;675.0;532.0;143.0
1235;CU;2001;559.0;419.0;140.0
1236;CU;2002;540.0;397.0;143.0
1237;CU;2003;507.0;397.0;110.0
1238;CU;2004;453.0;338.0;116.0
1239;CU;2005;467.0;344.0;123.0
1240;CU;2006;432.0;335.0;97.0
1241;CU;2007;432.0;0.0;0.0
1242;CU;2008;498.0;385.0;113.0
1243;CV;1980;;0.0;0.0
1244;CV;1981;;0.0;0.0
1245;CV;1982;;0.0;0.0
1246;CV;1983;;0.0;0.0
1247;CV;1984;;0.0;0.0
1248;CV;1985;;0.0;0.0
1249;CV;1987;;0.0;0.0
1250;CV;1988;;0.0;0.0
1251;CV;1989;;0.0;0.0
1252;CV;1990;;0.0;0.0
1253;CV;1995;111.0;0.0;0.0
1254;CV;1996;117.0;0.0;0.0
1255;CV;1997;103.0;70.0;52.0
1256;CV;1998;104.0;60.0;41.0
1257;CV;2000;;0.0;0.0
1258;CV;2001;140.0;37.0;31.0
1259;CV;2002;111.0;78.0;47.0
1260;CV;2003;165.0;103.0;49.0
1261;CV;2004;169.0;88.0;81.0
1262;CV;2005;135.0;90.0;45.0
1263;CV;2006;131.0;75.0;56.0
1264;CV;2007;158.0;108.0;50.0
1265;CV;2008;197.0;130.0;67.0
1266;CY;1980;;0.0;0.0
1267;CY;1981;;0.0;0.0
1268;CY;1982;;0.0;0.0
1269;CY;1983;;0.0;0.0
1270;CY;1984;;0.0;0.0
1271;CY;1985;;0.0;0.0
1272;CY;1986;;0.0;0.0
1273;CY;1987;;0.0;0.0
1274;CY;1988;;0.0;0.0
1275;CY;1989;;0.0;0.0
1276;CY;1990;;0.0;0.0
1277;CY;1991;;0.0;0.0
1278;CY;1992;;0.0;0.0
1279;CY;1993;;0.0;0.0
1280;CY;1994;;0.0;0.0
1281;CY;1995;6.0;6.0;6.0
1282;CY;1996;3.0;1.0;2.0
1283;CY;1997;19.0;0.0;0.0
1284;CY;1998;20.0;2.0;4.0
1285;CY;1999;9.0;26.0;13.0
1286;CY;2000;4.0;0.0;0.0
1287;CY;2001;0.0;0.0;0.0
1288;CY;2002;8.0;7.0;1.0
1289;CY;2003;14.0;9.0;5.0
1290;CY;2004;10.0;9.0;1.0
1291;CY;2005;9.0;7.0;1.0
1292;CY;2006;8.0;3.0;5.0
1293;CY;2007;8.0;3.0;5.0
1294;CY;2008;6.0;2.0;4.0
1295;CZ;1980;;0.0;0.0
1296;CZ;1981;;0.0;0.0
1297;CZ;1982;;0.0;0.0
1298;CZ;1983;;0.0;0.0
1299;CZ;1984;;0.0;0.0
1300;CZ;1985;;0.0;0.0
1301;CZ;1986;;0.0;0.0
1302;CZ;1987;;0.0;0.0
1303;CZ;1988;;0.0;0.0
1304;CZ;1989;;0.0;0.0
1305;CZ;1990;;0.0;0.0
1306;CZ;1991;;0.0;0.0
1307;CZ;1992;;0.0;0.0
1308;CZ;1993;548.0;0.0;0.0
1309;CZ;1994;524.0;0.0;0.0
1310;CZ;1995;487.0;348.0;160.0
1311;CZ;1996;586.0;405.0;169.0
1312;CZ;1997;481.0;342.0;139.0
1313;CZ;1998;545.0;398.0;147.0
1314;CZ;1999;449.0;322.0;127.0
1315;CZ;2000;420.0;299.0;111.0
1316;CZ;2001;391.0;282.0;109.0
1317;CZ;2002;329.0;248.0;81.0
1318;CZ;2003;338.0;246.0;92.0
1319;CZ;2004;302.0;210.0;92.0
1320;CZ;2005;308.0;235.0;73.0
1321;CZ;2006;257.0;183.0;74.0
1322;CZ;2007;267.0;206.0;61.0
1323;CZ;2008;251.0;187.0;64.0
1324;DE;1980;;0.0;0.0
1325;DE;1981;;0.0;0.0
1326;DE;1982;;0.0;0.0
1327;DE;1983;;0.0;0.0
1328;DE;1984;;0.0;0.0
1329;DE;1985;;0.0;0.0
1330;DE;1986;;0.0;0.0
1331;DE;1987;;0.0;0.0
1332;DE;1988;;0.0;0.0
1333;DE;1989;;0.0;0.0
1334;DE;1990;;0.0;0.0
1335;DE;1991;;0.0;0.0
1336;DE;1992;;0.0;0.0
1337;DE;1993;4730.0;0.0;0.0
1338;DE;1994;4177.0;0.0;0.0
1339;DE;1995;3852.0;2712.0;1140.0
1340;DE;1996;3689.0;2523.0;1157.0
1341;DE;1997;3346.0;2328.0;1018.0
1342;DE;1998;3124.0;2214.0;910.0
1343;DE;1999;2918.0;2031.0;887.0
1344;DE;2000;0.0;0.0;0.0
1345;DE;2001;1935.0;550.0;291.0
1346;DE;2002;1868.0;484.0;238.0
1347;DE;2003;1679.0;775.0;420.0
1348;DE;2004;1562.0;849.0;478.0
1349;DE;2005;1379.0;775.0;415.0
1350;DE;2006;1303.0;878.0;424.0
1351;DE;2007;1183.0;1570.0;792.0
1352;DE;2008;954.0;637.0;315.0
1353;DJ;1981;;0.0;0.0
1354;DJ;1982;;0.0;0.0
1355;DJ;1984;;0.0;0.0
1356;DJ;1985;;0.0;0.0
1357;DJ;1986;;0.0;0.0
1358;DJ;1987;;0.0;0.0
1359;DJ;1988;;0.0;0.0
1360;DJ;1989;;0.0;0.0
1361;DJ;1990;;0.0;0.0
1362;DJ;1991;;0.0;0.0
1363;DJ;1992;;0.0;0.0
1364;DJ;1993;1668.0;0.0;0.0
1365;DJ;1994;1743.0;0.0;0.0
1366;DJ;1995;;0.0;0.0
1367;DJ;1996;1744.0;1175.0;621.0
1368;DJ;1997;1904.0;1293.0;612.0
1369;DJ;1998;1690.0;1119.0;578.0
1370;DJ;1999;1564.0;1079.0;491.0
1371;DJ;2000;1391.0;974.0;420.0
1372;DJ;2001;1312.0;879.0;433.0
1373;DJ;2002;1253.0;858.0;395.0
1374;DJ;2003;1202.0;794.0;398.0
1375;DJ;2004;1086.0;737.0;349.0
1376;DJ;2005;1120.0;747.0;373.0
1377;DJ;2006;1153.0;766.0;387.0
1378;DJ;2007;1208.0;811.0;397.0
1379;DJ;2008;1375.0;899.0;476.0
1380;DK;1980;;0.0;0.0
1381;DK;1981;;0.0;0.0
1382;DK;1982;;0.0;0.0
1383;DK;1983;;0.0;0.0
1384;DK;1984;;0.0;0.0
1385;DK;1985;;0.0;0.0
1386;DK;1986;;0.0;0.0
1387;DK;1987;;0.0;0.0
1388;DK;1988;;0.0;0.0
1389;DK;1989;;0.0;0.0
1390;DK;1990;;0.0;0.0
1391;DK;1991;;0.0;0.0
1392;DK;1992;;0.0;0.0
1393;DK;1993;243.0;0.0;0.0
1394;DK;1994;120.0;0.0;0.0
1395;DK;1995;128.0;89.0;39.0
1396;DK;1996;97.0;60.0;37.0
1397;DK;1997;114.0;82.0;32.0
1398;DK;1998;132.0;82.0;50.0
1399;DK;1999;172.0;103.0;67.0
1400;DK;2000;171.0;100.0;71.0
1401;DK;2001;127.0;74.0;50.0
1402;DK;2002;135.0;75.0;60.0
1403;DK;2003;143.0;100.0;43.0
1404;DK;2004;146.0;90.0;56.0
1405;DK;2005;129.0;81.0;48.0
1406;DK;2006;123.0;81.0;42.0
1407;DK;2007;135.0;89.0;46.0
1408;DK;2008;106.0;74.0;32.0
1409;DM;1980;;0.0;0.0
1410;DM;1981;;0.0;0.0
1411;DM;1982;;0.0;0.0
1412;DM;1983;;0.0;0.0
1413;DM;1984;;0.0;0.0
1414;DM;1985;;0.0;0.0
1415;DM;1986;;0.0;0.0
1416;DM;1987;;0.0;0.0
1417;DM;1988;;0.0;0.0
1418;DM;1989;;0.0;0.0
1419;DM;1990;;0.0;0.0
1420;DM;1991;;0.0;0.0
1421;DM;1992;;0.0;0.0
1422;DM;1993;6.0;0.0;0.0
1423;DM;1994;8.0;0.0;0.0
1424;DM;1995;5.0;0.0;0.0
1425;DM;1996;7.0;5.0;2.0
1426;DM;1997;5.0;3.0;2.0
1427;DM;1998;5.0;1.0;4.0
1428;DM;2001;;0.0;0.0
1429;DM;2002;2.0;1.0;1.0
1430;DM;2005;;0.0;0.0
